,token,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score
0,04a8b092cd525260,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,e63d12285d215a4f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,8a8732cf61dd5452,True,1.0,1.0,0.6541582076663965,1.0,1.0,1.0,0.8558992531943318
3,555ac2e13627529e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,cca534b6970f5c8e,True,1.0,1.0,0.7765878570621274,1.0,1.0,1.0,0.9069116071092198
5,4379fb75ac085d26,True,1.0,1.0,0.7343206367645791,1.0,1.0,1.0,0.8893002653185746
6,9135a6d270475c7f,True,1.0,1.0,0.622764005848641,1.0,1.0,1.0,0.842818335770267
7,2a9a3fe02d46551c,True,1.0,1.0,0.7287010832877583,1.0,1.0,1.0,0.8869587847032326
8,d7708962e5cc554f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,082ea12d7b2355cb,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0
10,c24424805c075539,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,1c078ca2e3625bb0,True,1.0,1.0,0.772825404122573,1.0,1.0,1.0,0.9053439183844053
12,f4d869c13a015a28,True,1.0,1.0,0.6793972138693999,1.0,1.0,1.0,0.8664155057789166
13,9adad5bdab6b52fa,True,1.0,1.0,0.7568476469372771,1.0,1.0,1.0,0.8986865195571988
14,253dba7510ca56b8,True,1.0,1.0,0.8656384899445758,1.0,1.0,1.0,0.9440160374769065
15,715cff26bcee5d6a,True,1.0,1.0,0.897838422555094,1.0,1.0,1.0,0.9574326760646225
16,96c003cecfbd5a91,True,1.0,1.0,0.5437906785678379,1.0,1.0,1.0,0.8099127827365992
17,777328bf3a3d5e15,True,1.0,1.0,0.8188868111158398,1.0,1.0,1.0,0.9245361712982666
18,8a880b6ff1dd59ab,True,1.0,1.0,0.6524453333306477,1.0,1.0,1.0,0.8551855555544364
19,42c7526fc6845005,True,1.0,1.0,0.9675821648707313,1.0,1.0,1.0,0.986492568696138
20,0f5de425ef3555ff,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,998c6c28d1475e78,True,1.0,1.0,0.6777420921786269,1.0,1.0,1.0,0.8657258717410946
22,24b68863c230509c,True,1.0,1.0,0.7292767050868371,1.0,1.0,1.0,0.8871986271195155
23,d70e995b6ec6546a,True,1.0,1.0,0.9824418608448798,1.0,1.0,1.0,0.9926841086853666
24,ca41dc3231965d47,True,1.0,1.0,0.9759593596764354,1.0,1.0,1.0,0.9899830665318481
25,b6968f154bfb5a5d,True,1.0,1.0,0.6894886956516919,1.0,1.0,1.0,0.8706202898548717
26,15ae8f60881b52ae,True,1.0,1.0,0.6372275016132795,1.0,1.0,1.0,0.8488447923388666
27,cffc9ea8b6ea5920,True,1.0,1.0,0.9227635641504753,1.0,1.0,1.0,0.9678181517293648
28,6c28c001109f5718,True,1.0,1.0,0.7997059939711292,1.0,1.0,1.0,0.9165441641546371
29,72d842bc596b536b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,238f1cddb9415996,True,1.0,1.0,0.8495460505959962,1.0,1.0,1.0,0.9373108544149984
31,a8ef1b08315752f3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,0202782270ab5a62,True,1.0,1.0,0.8450375515787394,1.0,1.0,1.0,0.9354323131578081
33,307f28eca5e25b39,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,1df1903e5bcd5036,True,1.0,1.0,0.9819628940621308,1.0,1.0,1.0,0.9924845391925544
35,e40b2bf57fa5576f,True,1.0,1.0,0.7828213446850087,1.0,1.0,1.0,0.9095088936187535
36,99dae52a2a6451da,True,1.0,1.0,0.634217524538764,1.0,1.0,1.0,0.847590635224485
37,02145ce72fd95a85,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,5825e60bec9f59fb,True,1.0,1.0,0.6759586073236984,1.0,1.0,1.0,0.864982753051541
39,c8ab144242b05eba,True,1.0,1.0,0.9187165056461066,1.0,1.0,1.0,0.9661318773525444
40,199bda2914215d57,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,ac40749eddb45a13,True,1.0,1.0,0.8557774422551315,1.0,1.0,1.0,0.9399072676063048
42,9502cdbb06dd516f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,8a492ff6a81054a7,True,1.0,1.0,0.7972880279581759,1.0,1.0,1.0,0.9155366783159066
44,e6dde7de045154c3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,255caf4a6fb2584a,True,1.0,1.0,0.7190036365663132,1.0,1.0,1.0,0.8829181819026305
46,3bf40232476b591b,True,1.0,1.0,0.907241995303971,1.0,1.0,1.0,0.9613508313766546
47,4c5501833dfd5bb4,True,1.0,1.0,0.6136466094158763,1.0,1.0,1.0,0.8390194205899485
48,6b3d5914f92b54d9,True,1.0,1.0,0.7881729193677445,1.0,1.0,1.0,0.9117387164032268
49,333a4f8a12dc564d,True,1.0,1.0,0.6780907073143776,1.0,1.0,1.0,0.8658711280476573
50,8f5610a77c3257f9,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
51,77bff1fe494e52dd,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
52,093362cabde15b52,True,1.0,1.0,0.8292291547359134,1.0,1.0,1.0,0.9288454811399639
53,d60ec6837413567c,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,5ebf3103a78b5e39,True,1.0,1.0,0.8980291633802266,1.0,1.0,0.5,0.9575121514084278
55,387504d3db1852b0,True,1.0,1.0,0.4692189476700926,1.0,1.0,1.0,0.7788412281958719
56,b4dbd03935ce53fa,True,1.0,1.0,0.8711789999597084,1.0,1.0,1.0,0.9463245833165451
57,fe789ce80d4f5b2e,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
58,62667ead92a35fbd,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,24a1c2301c6853f7,True,1.0,0.0,0.0,0.0,1.0,0.0,0.0
60,1bc6668f3dff5822,True,1.0,1.0,0.7824850149099357,1.0,1.0,1.0,0.9093687562124733
61,1834f4fb0ca15b93,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
62,35119c815b1b59ef,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,79e7ccb136775266,True,1.0,1.0,0.8193422873656506,1.0,1.0,1.0,0.9247259530690211
64,365c2516e26f5502,True,1.0,1.0,0.8879465116751126,1.0,1.0,1.0,0.953311046531297
65,6012a63b7a3b52c7,True,1.0,1.0,0.7720913464427904,1.0,1.0,1.0,0.9050380610178294
66,9f3da1c3d8b85947,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
67,e7cfffa4e8dd53a8,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0
68,862378e4a52553be,True,1.0,1.0,0.8577666638078073,1.0,1.0,0.0,0.9407361099199196
69,d5039871a3fb5b04,True,1.0,1.0,0.7378691175696669,1.0,1.0,1.0,0.8907787989873612
70,c773514392cc56ba,True,1.0,1.0,0.8989490947243755,1.0,1.0,1.0,0.9578954561351565
71,debd166df3a85845,True,1.0,1.0,0.9201678201216013,1.0,1.0,1.0,0.9667365917173338
72,9100530861d851b0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
73,0ddc4576607e561e,True,1.0,1.0,0.7229660996589137,1.0,1.0,1.0,0.884569208191214
74,e1f58cff32225d3a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
75,0d5496cc08dc50fe,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76,4936360c43435011,True,1.0,1.0,0.7240673253236184,1.0,1.0,1.0,0.8850280522181744
77,0e15e43a4c725f49,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
