,token,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score
0,75151361dbe658bb,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,2f1edc1ab2b55b05,True,1.0,1.0,0.8787678795166256,1.0,1.0,1.0,0.9494866164652608
2,47e005481cf0579d,True,1.0,1.0,0.889398114356395,1.0,1.0,1.0,0.9539158809818312
3,ccdb6840a0445870,True,1.0,1.0,0.7726228341617496,1.0,1.0,1.0,0.9052595142340624
4,a0801105ad8b5ad3,True,1.0,1.0,0.7988907578848269,1.0,1.0,1.0,0.9162044824520112
5,cf0aec572cdd543e,True,1.0,1.0,0.9543415496222027,1.0,1.0,1.0,0.9809756456759179
6,15715849d362599e,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
7,910c4dd3f1ec51b1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,14b270ee5a395ea9,True,1.0,1.0,0.9040266726896644,1.0,1.0,1.0,0.9600111136206935
9,9ca89d773ed651ab,True,1.0,1.0,0.8097508899589063,1.0,1.0,1.0,0.9207295374828776
10,121b6c8a61d85945,True,1.0,1.0,0.6310612539214931,1.0,1.0,1.0,0.8462755224672888
11,eb4bbe69b80d5f12,True,1.0,1.0,0.8747748478731966,1.0,1.0,1.0,0.9478228532804985
12,be027cd33b835419,True,1.0,1.0,0.8604846503691794,1.0,1.0,1.0,0.9418686043204915
13,06279fdb46815c6c,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0
14,662212c87d0d5b09,True,1.0,1.0,0.7218959121251558,1.0,1.0,1.0,0.884123296718815
15,773ae953dba953b4,True,1.0,1.0,0.863139409472848,1.0,1.0,1.0,0.9429747539470199
16,cfc9186dc53b5d4a,True,1.0,1.0,0.7534072754152392,1.0,1.0,1.0,0.8972530314230163
17,51259bf89422548a,True,1.0,1.0,0.7838001819195284,1.0,1.0,1.0,0.9099167424664701
18,48321ca34be254e5,True,1.0,1.0,0.7565479663599635,1.0,1.0,1.0,0.8985616526499848
19,12f96c65436e56bf,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,9157902936a456bf,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,99e3b8d3211f53d7,True,1.0,1.0,0.8941513750443888,1.0,1.0,1.0,0.9558964062684954
22,43b78800618758d9,True,1.0,1.0,0.8729051326858547,1.0,1.0,1.0,0.9470438052857727
23,1766fa78fd10576e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,79c024b87e175129,True,1.0,1.0,0.9803755552251164,1.0,1.0,1.0,0.9918231480104652
25,828b1011212253c6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,ef81756601bc569f,True,1.0,1.0,0.93128425294608,1.0,1.0,1.0,0.9713684387275334
27,ef9b600e65ac5391,True,1.0,1.0,0.7750484633923274,1.0,1.0,1.0,0.9062701930801363
28,9d9aced6d8da5f28,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,c8d4707fcc465f8b,True,1.0,1.0,0.9374244636170397,1.0,1.0,1.0,0.9739268598404331
30,7a18ceb376d859c1,True,1.0,1.0,0.6063282397858577,1.0,1.0,1.0,0.8359700999107741
31,fca1702dec8a50c6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,3c7319cc63ab58c9,True,1.0,1.0,0.9739526926911145,1.0,1.0,1.0,0.9891469552879645
33,a5de46cebb7d5260,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
34,25226305bdff5efd,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,de664d2cb249576d,True,1.0,1.0,0.8992076710707634,1.0,1.0,1.0,0.9580031962794848
36,fe2270288c1d5628,True,1.0,1.0,0.8863543091312497,1.0,1.0,1.0,0.9526476288046873
37,3bae0e44f3095a9c,True,1.0,1.0,0.6838680170570047,1.0,1.0,1.0,0.8682783404404186
38,8790ecedb8ac580e,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
39,5d5cef2e5d6b5d6b,True,1.0,1.0,0.7718867599758624,0.0,1.0,1.0,0.4882861499899427
40,2aade0b3987d5366,True,1.0,1.0,0.9825339731864067,1.0,1.0,1.0,0.9927224888276694
41,d1ef1e42fa15573d,True,1.0,1.0,0.6413888138397879,1.0,1.0,1.0,0.850578672433245
42,ed8384b107d95d89,True,1.0,1.0,0.7542725899617743,1.0,1.0,1.0,0.8976135791507392
43,4d0df74bfb035f8a,True,1.0,1.0,0.6283044719245896,1.0,1.0,1.0,0.8451268633019123
44,5cd75b90a44e5a65,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,594e39f9024a5835,True,1.0,1.0,0.8468230492934548,1.0,1.0,1.0,0.9361762705389395
46,7d59e0ea1e0d524b,True,1.0,1.0,0.5695112960460078,1.0,1.0,1.0,0.8206297066858367
47,2223b290d60556d5,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0
48,edd24f4c0a295030,True,1.0,1.0,0.944634977474851,1.0,1.0,1.0,0.9769312406145213
49,f2e2e64000445230,True,1.0,1.0,0.9333694862598858,1.0,1.0,1.0,0.9722372859416191
50,c810620e645e53b8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51,d39ff27c54d55ef1,True,1.0,1.0,0.9627216202816135,1.0,1.0,1.0,0.9844673417840056
52,c8bf5f09438e5507,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,c98ef0c5c89c51d6,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
54,36419e8c59275f61,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55,051d26c01f3653ba,True,1.0,1.0,0.7275691928957113,1.0,1.0,1.0,0.8864871637065463
56,2f4117000a605404,True,1.0,1.0,0.9334484569485392,1.0,1.0,1.0,0.9722701903952246
57,30a0f5cf9ab95eee,True,1.0,1.0,0.8691932737171448,1.0,1.0,1.0,0.9454971973821437
58,54511f27d12e5a58,True,1.0,1.0,0.8534381616079548,1.0,1.0,1.0,0.9389325673366479
59,34cc387cf0335f28,True,1.0,1.0,0.8744206884316503,1.0,1.0,1.0,0.947675286846521
