,token,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score
0,9a179eb32481553e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,18538a3ac6c45eef,True,1.0,1.0,0.815786067534505,1.0,1.0,1.0,0.9232441948060437
2,61e0ce212ed75a50,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,83472e2adb545cd5,True,1.0,1.0,0.9535603960408764,1.0,1.0,1.0,0.9806501650170318
4,f21d5b2f9a5e5276,True,1.0,1.0,0.6113735346496686,1.0,1.0,1.0,0.8380723061040286
5,b614d476ea185810,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,81997d01d8f65c19,True,1.0,1.0,0.9275848146687132,1.0,1.0,1.0,0.9698270061119638
7,0969be1cc6a85a76,True,1.0,1.0,0.6756249527470438,1.0,1.0,1.0,0.8648437303112683
8,97e2daddecd557a4,True,1.0,1.0,0.9273268840874881,1.0,1.0,1.0,0.9697195350364534
9,8c75e07d70c558df,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,c6851e9ed6b95ab0,True,1.0,1.0,0.8097984792326146,1.0,1.0,1.0,0.9207493663469227
11,48d1f3140a8c5487,True,1.0,1.0,0.7276476708315419,1.0,1.0,1.0,0.8865198628464759
12,2692d8b89688506f,True,0.0,1.0,0.0,1.0,1.0,1.0,0.0
13,c5c7922b844d592f,True,1.0,1.0,0.7615889469671535,1.0,1.0,1.0,0.900662061236314
14,40f6df731aed5f6f,True,1.0,1.0,0.9694761229824396,1.0,1.0,1.0,0.9872817179093497
15,9926034a82415038,True,1.0,1.0,0.8353352758334839,1.0,1.0,1.0,0.9313896982639517
16,6a064f6f4529550a,True,1.0,1.0,0.6312160195963008,1.0,1.0,1.0,0.8463400081651254
17,73ba0e501a005971,True,1.0,1.0,0.7979902505970818,1.0,1.0,1.0,0.9158292710821175
18,80fc476837d9530d,True,1.0,1.0,0.9104007939626192,1.0,1.0,1.0,0.9626669974844247
19,85a5db2b47125f31,True,1.0,1.0,0.8771545701284049,1.0,1.0,1.0,0.9488144042201686
20,2389414c94075d6a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
21,667ad9e70e1d525c,True,1.0,1.0,0.7979929832888057,1.0,1.0,1.0,0.915830409703669
22,99e900e2392c5e87,True,1.0,1.0,0.7733459491233257,1.0,1.0,1.0,0.905560812134719
23,66fff80a93805b34,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
24,b53b172e95895a12,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
25,1b818742aecc51d0,True,1.0,1.0,0.688832005029492,1.0,1.0,1.0,0.8703466687622884
26,f15b26c87a0e557d,True,1.0,1.0,0.8250117106252605,1.0,1.0,1.0,0.9270882127605251
27,26a78d23b1075252,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,a93fe1ec53155bf7,True,1.0,1.0,0.6997981255998311,1.0,1.0,1.0,0.8749158856665963
29,a354ac8030d55e5e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,63ec12363eef5e89,True,1.0,1.0,0.9058225627414426,1.0,1.0,1.0,0.9607594011422678
31,47f9e40a21f7510a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,77daa055e4ed5ae2,True,1.0,1.0,0.8241682691700329,1.0,1.0,1.0,0.926736778820847
33,a1bfecf3560e5aa3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,8113ea1b58245172,True,1.0,1.0,0.6035556577707449,1.0,1.0,1.0,0.834814857404477
35,a5f724194aaa55f7,True,1.0,1.0,0.8879564475381394,1.0,1.0,1.0,0.9533151864742248
36,12ace39c31df5dd8,True,1.0,1.0,0.7765567271519473,1.0,1.0,1.0,0.9068986363133114
37,c672b42254b3556d,True,1.0,1.0,0.059440185862471996,1.0,1.0,1.0,0.6081000774426967
38,719eb7fea14c5b94,True,1.0,1.0,0.9989633004574446,1.0,1.0,1.0,0.9995680418572687
39,34ab6d35dfef5366,True,1.0,1.0,0.8850584290119552,1.0,1.0,1.0,0.9521076787549814
40,60a317c40ae656c0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,8317ed430d8e50c3,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0
42,68ba851239655c3a,True,1.0,1.0,0.5552877186472305,1.0,1.0,1.0,0.8147032161030127
43,6795e4cf76f55755,True,1.0,1.0,0.9178752388289637,1.0,1.0,1.0,0.9657813495120683
44,f5a6d648a71e5d47,True,1.0,1.0,0.8053068905911649,1.0,1.0,1.0,0.9188778710796521
45,05741acd510e52f7,True,1.0,1.0,0.9097555587065975,1.0,1.0,1.0,0.9623981494610824
46,bb73caa6692856bf,True,1.0,1.0,0.9818234042264148,1.0,1.0,1.0,0.9924264184276729
47,2b201c0ffa245b8b,True,1.0,1.0,0.9280978254581065,1.0,1.0,1.0,0.9700407606075444
48,74d1662073cd5fc1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49,a0eb6fa78dc2558f,True,1.0,1.0,0.8438910743648174,1.0,1.0,1.0,0.9349546143186739
50,ac6d9537bf315302,True,1.0,1.0,0.8188565579953753,1.0,1.0,1.0,0.9245235658314064
51,76f952632729540f,True,1.0,1.0,0.8185839842020416,1.0,1.0,1.0,0.9244099934175173
52,77f11643ced5562a,True,1.0,1.0,0.940998014971694,1.0,1.0,1.0,0.9754158395715392
53,b42af31e8e9b596d,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0
54,c5388dbd766353cf,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55,c1019bca7cd95123,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56,865dfd5f72fa599b,True,1.0,1.0,0.8106555381451429,1.0,1.0,1.0,0.9211064742271429
57,8625ec015e075c02,True,1.0,1.0,0.7421556690898453,1.0,1.0,1.0,0.8925648621207688
58,983d04f21f6953f6,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0
59,865033089cfd5288,True,1.0,1.0,0.8520066740698256,1.0,1.0,1.0,0.9383361141957606
60,c2a01dd3d1d45258,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,49bd1e2dd88457e3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
62,ece3a3dc01cd53d2,True,1.0,1.0,0.635532500099544,1.0,1.0,1.0,0.8481385417081433
63,04f548a98d695310,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,1961d1075a085a1d,True,1.0,1.0,0.9579465673376065,1.0,1.0,1.0,0.9824777363906693
65,03a97a30526b5c14,True,1.0,1.0,0.7024766899553946,1.0,1.0,1.0,0.8760319541480811
66,8379e27735535cc1,True,1.0,1.0,0.8987054997019592,1.0,1.0,1.0,0.9577939582091496
67,3458fad66b245ac3,True,1.0,1.0,0.7831979700509907,1.0,1.0,1.0,0.9096658208545794
68,4edc56ca4aac5896,True,1.0,1.0,0.9745377346187014,1.0,1.0,1.0,0.9893907227577922
