,token,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score
0,4b721ff0b7025f21,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,e7ae612e880e5d5f,True,1.0,1.0,0.9657771914159298,1.0,1.0,1.0,0.9857404964233041
2,6239cdb801bc51c2,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
3,f096ff143e815978,True,1.0,1.0,0.9663342999029372,1.0,1.0,1.0,0.9859726249595572
4,247ae110b0c454cb,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,b4d8ee8da1c153f9,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,81a473b817565cb9,True,1.0,1.0,0.7233605256955482,1.0,1.0,1.0,0.8847335523731451
7,ae46065dc9ce55b1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,4d55f6c3a3dc58fe,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,2ee0fbae6edc5e0d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,c763328b4b3855b6,True,1.0,1.0,0.9738782398378264,1.0,1.0,1.0,0.989115933265761
11,84d10a502c1b5a74,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,eb5989e21dc35a47,True,1.0,1.0,0.7809376133333751,1.0,1.0,1.0,0.9087240055555729
13,75f9d978b4d757a2,True,1.0,1.0,0.8093935105392417,1.0,1.0,1.0,0.9205806293913508
14,948e3c9e26805b86,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,fc529b3abdc65998,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,6c321000d6c0527a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,abe4fa26de85552d,True,1.0,1.0,0.9283209559982246,1.0,1.0,1.0,0.970133731665927
18,043524c9126f5893,True,1.0,1.0,0.7549478234794469,1.0,1.0,1.0,0.8978949264497696
19,1d3a143cf41f5d16,True,1.0,1.0,0.6316513860302828,1.0,1.0,1.0,0.8465214108459511
20,baf1301534ea54d6,True,1.0,1.0,0.8523985375919522,1.0,1.0,1.0,0.9384993906633134
21,85a89a122095548d,True,1.0,1.0,0.8204807530575032,1.0,1.0,1.0,0.9252003137739596
22,36383c82194a543d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,116aacf9868e5e4e,True,1.0,1.0,0.9193577347381134,1.0,1.0,1.0,0.9663990561408807
24,e36f096910ed562a,True,0.5,0.0,0.0,0.0,1.0,0.5,0.0
25,fe9e76e6cac35fba,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,2f1f5a4351e15458,True,1.0,1.0,0.8679445902706053,1.0,1.0,1.0,0.9449769126127522
27,b7f1861bff9c514e,True,1.0,1.0,0.9519928460933845,1.0,1.0,1.0,0.979997019205577
28,239e3ed3199d5ae6,True,1.0,1.0,0.9683635596785153,1.0,1.0,1.0,0.986818149866048
29,00b838c358175255,True,1.0,1.0,0.8394717908030237,1.0,1.0,1.0,0.9331132461679266
30,f77c053616475084,True,1.0,1.0,0.6467248417849075,1.0,1.0,1.0,0.8528020174103781
31,ed98d12e4c99536d,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0
32,94e8a92d53635c38,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33,6f07313e88ab56fd,True,1.0,1.0,0.8656187919436672,1.0,1.0,1.0,0.944007829976528
34,f860a73be2cd5fe5,True,1.0,1.0,0.9629817467825166,1.0,1.0,1.0,0.9845757278260486
35,c37a081992495a0e,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
36,a698a93fec1e57fa,True,1.0,1.0,0.7960596423225006,1.0,1.0,1.0,0.9150248509677086
37,5138bac9ac59508f,True,1.0,1.0,0.7501767839536322,1.0,1.0,1.0,0.8959069933140134
38,094551eaba7351f5,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
39,48e14ad3c65c5156,True,1.0,1.0,0.8815313395658307,1.0,1.0,1.0,0.9506380581524295
