,token,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score
0,b4176d2246d452ea,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0
1,02f75336f9f55e4f,True,1.0,1.0,0.7119834688324754,0.0,1.0,0.5,0.4633264453468648
2,191dc35423a85d10,True,1.0,1.0,0.9604765082069813,1.0,1.0,1.0,0.9835318784195755
3,cc9f9924e6f25e64,True,1.0,1.0,0.7406089283867201,1.0,1.0,1.0,0.8919203868278002
4,e36f096910ed562a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
5,04676f5bccee5447,True,1.0,1.0,0.7234556395838898,1.0,1.0,1.0,0.884773183159954
6,2cbf505c735c5c34,True,1.0,1.0,0.8513182513210437,1.0,1.0,1.0,0.9380492713837683
7,77e9812a54d05caf,True,1.0,1.0,1.0,1.0,1.0,0.0,1.0
8,5209e1f6a97e592a,True,1.0,1.0,0.7610983223810752,1.0,1.0,1.0,0.900457634325448
9,8dac96b2393f5de9,True,1.0,1.0,0.9174886656772925,1.0,1.0,1.0,0.9656202773655386
10,cf0aec572cdd543e,True,1.0,1.0,0.9543415496222027,1.0,1.0,1.0,0.9809756456759179
11,2620b03dcfcc567b,True,1.0,1.0,0.8418032748968747,1.0,1.0,1.0,0.9340846978736979
12,949a5f17807b5aac,True,1.0,1.0,0.7328882526052545,1.0,1.0,1.0,0.8887034385855227
13,7a3e5ab8218e550f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,e6b7dddf4ae95fea,True,1.0,1.0,0.9358639299252016,1.0,1.0,1.0,0.973276637468834
15,741d60ca8b7b5cb4,True,1.0,1.0,0.7560519603974555,0.0,1.0,1.0,0.48168831683227314
16,660e14c77a1c550b,True,1.0,1.0,0.6483690027266051,1.0,1.0,1.0,0.8534870844694188
17,c8bf5f09438e5507,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,d9c700e9e21b50ba,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,024fd1e792395805,True,1.0,1.0,0.900351642478251,1.0,1.0,1.0,0.9584798510326046
20,d1ef1e42fa15573d,True,1.0,1.0,0.17148326744028533,1.0,1.0,1.0,0.6547846947667856
21,6a66294fe97f54db,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
22,a2cbf7c347a45c6e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,7f0309b4cbb85029,True,1.0,1.0,0.761481542348979,1.0,1.0,1.0,0.9006173093120746
24,f9b3a9c625905d77,True,1.0,0.0,0.0,0.0,1.0,0.0,0.0
25,994c2c1c459b5cc8,True,1.0,1.0,0.688362337780921,1.0,1.0,1.0,0.8701509740753838
26,efca142f8d93518b,True,1.0,1.0,0.7614580252215996,1.0,1.0,1.0,0.9006075105089998
27,94e8a92d53635c38,True,1.0,1.0,0.39507165575998054,1.0,1.0,1.0,0.7479465232333252
28,e001c497823c5154,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,46320fa2dc795a5a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,71dedbc865b25faf,True,1.0,1.0,0.7986586965619897,1.0,1.0,1.0,0.9161077902341624
31,f4458a9c09795afa,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0
32,4a4bf6e11a875f33,True,1.0,1.0,0.818837554587303,1.0,1.0,1.0,0.9245156477447095
33,866edd106b555de6,True,1.0,1.0,0.7809190959493975,1.0,1.0,1.0,0.9087162899789156
34,1c62222c7c0b522f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,6321c384f59c5265,True,1.0,1.0,0.6486201855164309,1.0,1.0,1.0,0.8535917439651796
36,f9a9b5ee707e501e,True,0.0,0.0,0.0,0.0,1.0,0.5,0.0
37,9e77d9cf35e05d55,True,1.0,1.0,0.8345460052271874,1.0,1.0,1.0,0.9310608355113281
38,ce2f1ac423965b7a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,16a2c04634ab5112,True,1.0,1.0,0.9499246778357606,1.0,1.0,1.0,0.9791352824315669
40,c48cfa7c240d5808,True,1.0,1.0,0.9639563349065503,1.0,1.0,1.0,0.9849818062110627
41,a589b9ccbe3e5d1c,True,1.0,1.0,0.600498940361635,1.0,1.0,1.0,0.8335412251506812
42,5517642e588e59d0,True,1.0,1.0,0.622448772850845,1.0,1.0,1.0,0.8426869886878521
43,c9968e9ec0135b9d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,20ec6765e35d5cd1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,6a9642ab1a745aac,True,1.0,1.0,0.6222353427126839,1.0,1.0,1.0,0.8425980594636183
46,c86e7d3c0dfb57bd,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
47,34bdecafedff5fdf,True,1.0,1.0,0.903734755848931,1.0,1.0,1.0,0.9598894816037212
48,2b5d551f5466530e,True,1.0,1.0,0.7823476993483984,1.0,1.0,1.0,0.9093115413951661
49,b8104b69b2d9509b,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
50,ba62104a517e5a9b,True,1.0,1.0,0.935104330594602,1.0,1.0,1.0,0.9729601377477509
51,4ccc9e33aa795ef1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,4631b80af7fb5f2f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,6326d00e52115da4,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,47e005481cf0579d,True,1.0,1.0,0.889398114356395,1.0,1.0,1.0,0.9539158809818312
55,a2ef4eeb9dd45505,True,1.0,1.0,0.928297587984265,1.0,1.0,1.0,0.9701239949934437
56,6ffc117437175255,True,1.0,1.0,0.7296228924000556,1.0,1.0,1.0,0.8873428718333565
57,24edcd5e5b7f546a,True,1.0,1.0,0.9435129862273771,1.0,1.0,1.0,0.976463744261407
